id,exp_id,config_id,time,num
1,1,1,936.59,1
2,1,2,837.68,1
3,1,3,2804.23,1
4,1,4,2422.51,1
5,1,5,1219.74,1
6,1,6,4385.07,1
7,1,7,2563.61,1
8,1,8,1702.94,1
9,1,9,1341.39,1
10,1,10,1130.05,1
11,1,11,1334.33,1
12,1,12,2927.78,1
13,1,13,509.41,1
14,1,14,1481.37,1
15,1,15,669.5,1
16,1,16,576.96,1
17,1,17,626.32,1
18,1,18,567.32,1
19,1,19,534.65,1
20,1,20,551.56,1
21,1,21,1535.11,1
22,1,22,518.21,1
23,1,23,500.51,1
24,1,24,2827.75,1
25,1,25,1427.25,1
26,1,26,2290.87,1
27,1,27,1306.01,1
28,1,28,949.94,1
29,1,29,904.27,1
30,1,30,1273.45,1
31,1,31,861.06,1
32,1,32,513.9,1
33,1,33,2146.97,1
34,1,34,542.99,1
35,1,35,520.03,1
36,1,36,1509.87,1
37,1,37,662.69,1
38,1,38,589.8,1
39,1,39,1582.1,1
40,1,40,714.84,1
41,1,41,702.86,1
42,1,42,765.53,1
43,1,43,638.62,1
44,1,44,566.4,1
45,1,45,534.74,1
46,1,46,558.32,1
47,1,47,1193.13,1
48,2,2,694.54,1
49,2,48,7576.74,1
50,2,3,3059.14,1
51,2,4,2205.41,1
52,2,5,1185.96,1
53,2,6,3211.84,1
54,2,49,1205.88,1
55,2,50,5944.13,1
56,2,9,1057.33,1
57,2,10,942.58,1
58,2,11,675.61,1
59,2,51,5069.17,1
60,2,12,2739.26,1
61,2,52,413.38,1
62,2,53,397.4,1
63,2,54,7803.09,1
64,2,55,705.83,1
65,2,56,533.54,1
66,2,57,446.91,1
67,2,17,510.31,1
68,2,18,469.52,1
69,2,19,439.66,1
70,2,20,473.37,1
71,2,58,5186.72,1
72,2,21,648.12,1
73,2,22,429.24,1
74,2,23,408.35,1
75,2,59,8813.93,1
76,2,24,2827.82,1
77,2,25,1271.12,1
78,2,26,2191.92,1
79,2,27,1625.18,1
80,2,60,591.51,1
81,2,28,549.06,1
82,2,29,540.45,1
83,2,61,5449.65,1
84,2,30,1182.67,1
85,2,62,476.11,1
86,2,31,417.88,1
87,2,32,453.31,1
88,2,63,5857.7,1
89,2,33,2456.36,1
90,2,34,420.05,1
91,2,35,393.83,1
92,2,64,7612.24,1
93,2,36,707,1
94,2,37,553.86,1
95,2,38,513.39,1
96,2,39,1731.75,1
97,2,40,579.81,1
98,2,41,674.37,1
99,2,42,722.39,1
100,2,65,4029.94,1
101,2,43,543.5,1
102,2,44,465.18,1
103,2,45,432.32,1
104,2,46,441.84,1
105,2,66,5149.76,1
106,2,47,675.19,1
107,3,8,1248.44,1
108,3,67,576.01,1
109,3,11,535.69,1
110,3,17,1130.8,1
111,3,68,524.6,1
112,3,26,1843.55,1
113,3,62,973.51,1
114,3,69,598.76,1
115,3,70,727.79,1
116,4,8,1285.82,1
117,4,67,616.43,1
118,4,11,520.87,1
119,4,17,1203.27,1
120,4,68,547.52,1
121,4,26,1972.36,1
122,4,62,928.5,1
123,4,69,617.23,1
124,4,70,743.66,1
125,5,11,489.76,1
126,5,17,1069.69,1
127,5,30,1148.07,1
128,5,43,1527.44,1
129,6,8,1417.61,1
130,6,11,618.46,1
131,6,17,1333.91,1
132,6,30,1536.89,1
133,6,43,1942.26,1
134,7,8,1699.75,1
135,7,11,693.05,1
136,7,17,1651.54,1
137,7,30,1831.07,1
138,7,43,2262.35,1
139,8,8,1399.16,1
140,8,67,698.45,1
141,8,11,574.12,1
142,8,17,1263.53,1
143,8,68,602.43,1
144,8,26,2114.61,1
145,8,62,1022.17,1
146,8,69,735.78,1
147,8,70,831.48,1
148,9,8,1623.28,1
149,9,67,758.93,1
150,9,11,649.06,1
151,9,17,1520.16,1
152,9,68,689.82,1
153,9,26,2456.93,1
154,9,62,1176.1,1
155,9,69,799.29,1
156,9,70,973.85,1
157,10,8,562.98,1
158,10,11,252.69,1
159,10,17,565.28,1
160,10,30,583.42,1
161,10,43,809.62,1
162,11,11,3772.29,1
163,12,8,872.6,1
164,12,11,367.97,1
165,12,17,808.4,1
166,12,30,935.85,1
167,12,43,1123.09,1
168,13,8,1984.65,1
169,13,67,983.43,1
170,13,11,834.4,1
171,13,17,2033.22,1
172,13,68,868.27,1
173,13,26,3121.63,1
174,13,62,1522.98,1
175,13,69,1048.84,1
176,13,70,1214.54,1
177,14,1,898.59,1
178,14,71,730.94,1
179,14,2,645.58,1
180,14,3,2553.74,1
181,14,4,1641.93,1
182,14,5,1204.09,1
183,14,6,1602.76,1
184,14,7,1020.73,1
185,14,49,778.2,1
186,14,72,620.44,1
187,14,73,528.26,1
188,14,74,463.58,1
189,14,50,3516.59,1
190,14,9,836.75,1
191,14,10,681.19,1
192,14,67,584.11,1
193,14,11,484.68,1
194,14,51,4021.93,1
195,14,12,1771.47,1
196,14,52,703.4,1
197,14,75,548.22,1
198,14,53,473.56,1
199,14,54,5202.96,1
200,14,55,1856.92,1
201,14,56,1180.94,1
202,14,57,881.56,1
203,14,17,1069.93,1
204,14,18,820.54,1
205,14,19,678.29,1
206,14,20,492.67,1
207,14,58,3714.58,1
208,14,21,1724.85,1
209,14,22,880.49,1
210,14,76,673.61,1
211,14,23,587.07,1
212,14,24,2692.9,1
213,14,25,1546.99,1
214,14,77,1116.21,1
215,14,26,1740.44,1
216,14,27,1186.58,1
217,14,60,890.17,1
218,14,28,722.32,1
219,14,78,592.67,1
220,14,29,529.52,1
221,14,61,3668.85,1
222,14,30,1551.24,1
223,14,62,880.72,1
224,14,31,704.62,1
225,14,69,570.94,1
226,14,32,491.11,1
227,14,63,4161.82,1
228,14,33,1748,1
229,14,34,840,1
230,14,70,684.02,1
231,14,35,599.6,1
232,14,36,2671.99,1
233,14,37,1538.81,1
234,14,38,1112.52,1
235,14,39,1808.48,1
236,14,79,1211.38,1
237,14,40,914.35,1
238,14,41,759.21,1
239,14,80,623.9,1
240,14,42,558.97,1
241,14,65,3854.07,1
242,14,43,1503.76,1
243,14,44,1126.23,1
244,14,45,943.97,1
245,14,81,770.87,1
246,14,46,637.93,1
247,14,66,5638.02,1
248,14,47,2372.21,1
249,15,1,391.799437,1
250,15,48,988.482559,1
251,15,3,554.3584821,1
252,15,4,455.9523499,1
253,15,5,402.5759132,1
254,15,6,615.8820341,1
255,15,7,549.9246471,1
256,15,49,527.7132142,1
257,15,50,827.8091781,1
258,15,8,520.273916,1
259,15,10,411.9641669,1
260,15,51,925.9380648,1
261,15,12,606.228111,1
262,15,52,512.7094128,1
263,15,53,468.095324,1
264,15,54,1242.593164,1
265,15,55,715.7179351,1
266,15,56,573.168725,1
267,15,57,514.556186,1
268,15,17,603.0345528,1
269,15,18,599.163507,1
270,15,19,554.5612969,1
271,15,20,513.2895269,1
272,15,58,1043.560631,1
273,15,21,716.5870199,1
274,15,22,441.920589,1
275,15,23,411.098819,1
276,15,59,1088.889074,1
277,15,24,629.50196,1
278,15,25,523.820344,1
279,15,77,453.6753321,1
280,15,26,698.886447,1
281,15,27,611.5944891,1
282,15,60,634.9390731,1
283,15,28,585.291131,1
284,15,29,623.5959051,1
285,15,61,902.3366702,1
286,15,30,516.446238,1
287,15,62,532.9888699,1
288,15,31,488.8993931,1
289,15,32,602.517415,1
290,15,63,882.257324,1
291,15,33,590.1227,1
292,15,34,501.8916988,1
293,15,35,462.86712,1
294,15,64,1252.882812,1
295,15,36,713.465405,1
296,15,37,581.3987598,1
297,15,38,521.278276,1
298,15,39,809.2010891,1
299,15,79,705.3400619,1
300,15,40,701.949307,1
301,15,41,665.418191,1
302,15,42,663.435446,1
303,15,65,1140.60885,1
304,15,43,608.6762781,1
305,15,44,571.5528119,1
306,15,45,542.3040268,1
307,15,46,544.765871,1
308,15,66,1047.897869,1
309,15,47,701.6482491,1
310,16,1,274.045856,1
311,16,2,228.2926121,1
312,16,48,814.9434531,1
313,16,3,503.2058799,1
314,16,4,356.051903,1
315,16,5,302.106818,1
316,16,6,4033.816435,1
317,16,7,2852.972359,1
318,16,50,4932.341841,1
319,16,8,394.9504459,1
320,16,9,354.121366,1
321,16,10,295.2465949,1
322,16,11,277.2347672,1
323,16,51,882.6079519,1
324,16,12,578.0293679,1
325,16,52,312.4079049,1
326,16,54,1034.362543,1
327,16,55,513.8084261,1
328,16,56,432.4281161,1
329,16,57,365.097831,1
330,16,17,476.3604481,1
331,16,18,406.844295,1
332,16,19,356.9343801,1
333,16,58,1025.704028,1
334,16,21,650.798425,1
335,16,22,293.7942491,1
336,16,59,959.8569651,1
337,16,24,548.891212,1
338,16,25,387.8676569,1
339,16,77,335.8652129,1
340,16,26,686.9080601,1
341,16,61,1003.566903,1
342,16,30,445.026396,1
343,16,62,376.2090111,1
344,16,31,338.1489322,1
345,16,63,988.8487799,1
346,16,33,579.276614,1
347,16,34,317.6177161,1
348,16,64,924.921258,1
349,16,36,574.325536,1
350,16,37,490.172303,1
351,16,38,345.2401221,1
352,16,39,657.912184,1
353,16,79,564.5838752,1
354,16,40,496.5879688,1
355,16,41,480.0413661,1
356,16,65,1176.571599,1
357,16,43,442.004554,1
358,16,44,415.8887758,1
359,16,45,363.171591,1
360,16,66,1076.523127,1
361,16,47,655.3901381,1